question_id,question_text,is_multi_answer,choice_1_text,choice_1_is_correct,choice_2_text,choice_2_is_correct,choice_3_text,choice_3_is_correct,choice_4_text,choice_4_is_correct,choice_5_text,choice_5_is_correct,choice_6_text,choice_6_is_correct,explanation,reference_links,tags,last_reviewed
DOP-C02-Q112,"DevOps エンジニアは、Web アプリケーションをプロビジョニングする AWS CloudFormation テンプレートをデプロイするための CI/CD パイプラインを実装しました。この Web アプリケーションは、Application Load Balancer (ALB)、ターゲットグループ、Amazon Linux 2 AMI を使用する起動テンプレート、Amazon EC2 インスタンスの Auto Scaling グループ、セキュリティグループ、および Amazon RDS for MySQL データベースで構成されています。起動テンプレートには、アプリケーションをインストールして起動するスクリプトを指定するユーザーデータが含まれています。

アプリケーションの初期デプロイは成功しました。DevOps エンジニアは、ユーザーデータを使用してアプリケーションのバージョンを更新するための変更を加えました。CI/CD パイプラインはテンプレートの新しいバージョンをデプロイしました。ただし、ALB のヘルスチェックが失敗しています。ヘルスチェックでは、すべてのターゲットが異常とマークされています。

調査中、DevOps エンジニアは、CloudFormation スタックのステータスが UPDATE_COMPLETE であることに気付きました。しかし、DevOpsエンジニアがEC2インスタンスの1つに接続し、/var/log/messagesを確認すると、Apacheウェブサーバーが設定エラーのために正常に起動できなかったことがわかります。

ユーザーデータの実行が正常に完了しなかった場合に、CloudFormationのデプロイが失敗することをDevOpsエンジニアはどのように保証できるでしょうか？",FALSE,cfn-signal ヘルパースクリプトを使用して、CloudFormation に成功または失敗を通知します。CloudFormation テンプレート内で WaitOnResourceSignals 更新ポリシーを使用します。更新ポリシーに適切なタイムアウトを設定します。,FALSE,UnhealthyHostCount メトリクス用の Amazon CloudWatch アラームを作成します。ターゲットグループに適切なアラームしきい値を設定します。CloudFormation に成功または失敗を通知するためのターゲットとして、Amazon Simple Notification Service (Amazon SNS) トピックを作成します。,FALSE,AWS::AutoScaling::LifecycleHook リソースを使用して、Auto Scaling グループにライフサイクルフックを作成します。CloudFormation に成功または失敗を通知するためのターゲットとして、Amazon Simple Notification Service (Amazon SNS) トピックを作成します。ライフサイクルフックに適切なタイムアウトを設定します。,FALSE,Amazon CloudWatchエージェントを使用して、cloud-initログをストリーミングします。適切な呼び出しタイムアウトを設定したAWS Lambda関数を含むサブスクリプションフィルターを作成します。Lambda関数がSignalResource APIオペレーションを使用してCloudFormationに成功または失敗を通知するように設定します。,TRUE,,,,,"正解：A

理由：
ユーザーデータ（cfn-init 等）完了可否を cfn-signal で CloudFormation に送信し、ASG（または対象リソース）に UpdatePolicy: AutoScalingRollingUpdate の WaitOnResourceSignals: true と Timeout を設定します。
所定時間内に成功シグナルが届かなければ スタック更新を失敗としてロールバック します。",,,2025-11-21
DOP-C02-Q113,"ある企業には、複数の AWS アカウントで実行されるデータ取り込みアプリケーションがあります。アカウントは AWS Organizations 内の組織に属しています。企業はアプリケーションを監視し、アプリケーションへのアクセスを統合する必要があります。現在、企業は複数の Auto Scaling グループの Amazon EC2 インスタンスでアプリケーションを実行しています。データは機密情報であるため、EC2 インスタンスはインターネットにアクセスできません。エンジニアは必要な VPC エンドポイントをデプロイしました。EC2 インスタンスは、アプリケーション専用に構築されたカスタム AMI を実行します。

アプリケーションを保守およびトラブルシューティングするために、システム管理者は EC2 インスタンスにログインできる必要があります。このアクセスは自動化され、一元的に制御される必要があります。企業のセキュリティチームは、インスタンスがアクセスされるたびに通知を受け取る必要があります。

これらの要件を満たすソリューションはどれですか。",FALSE,ユーザーがEC2インスタンスにログインするたびにセキュリティチームに通知を送信するAmazon EventBridgeルールを作成します。EC2 Instance Connectを使用してインスタンスにログインします。AWS CloudFormationを使用してAuto Scalingグループをデプロイします。cfn-initヘルパースクリプトを使用して、外部アクセス用の適切なVPCルートをデプロイします。カスタムAMIを再構築し、AWS Systems Manager Agentを追加します。,FALSE,NATゲートウェイとインターネットアクセス可能な要塞ホストをデプロイします。要塞ホストからすべてのEC2インスタンスへの着信トラフィックを許可するセキュリティグループを作成します。すべてのEC2インスタンスにAWS Systems Managerエージェントをインストールします。アクセスの監視と監査には、Auto Scalingグループのライフサイクルフックを使用します。Systems Managerセッションマネージャーを使用してインスタンスにログインします。Amazon CloudWatch Logsのロググループにログを送信します。監査のためにデータをAmazon S3にエクスポートします。S3イベント通知を使用して、セキュリティチームに通知を送信します。,FALSE,EC2 Image Builder を使用してカスタム AMI を再構築します。イメージには AWS Systems Manager Agent の最新バージョンを含めます。Auto Scaling グループを設定して、すべての EC2 インスタンスに AmazonSSMManagedInstanceCore ロールをアタッチします。Systems Manager Session Manager を使用してインスタンスにログインします。Amazon S3 へのセッション詳細のログ記録を有効にします。新しいファイルのアップロードに関する S3 イベント通知を作成し、Amazon Simple Notification Service (Amazon SNS) トピックを通じてセキュリティチームにメッセージを送信します。,TRUE,AWS Systems Manager Automation を使用して、カスタム AMI に Systems Manager Agent を組み込みます。AWS Config を設定して SCP をルート組織アカウントにアタッチし、EC2 インスタンスが Systems Manager に接続できるようにします。Systems Manager Session Manager を使用してインスタンスにログインします。Amazon S3 へのセッション詳細のログ記録を有効にします。新しいファイルのアップロードに関する S3 イベント通知を作成し、Amazon Simple Notification Service (Amazon SNS) トピックを通じてセキュリティチームにメッセージを送信します。,FALSE,,,,,"正解：C
理由：

Session Managerならインターネット不要（VPCエンドポイント経由）で、アクセスを一元管理・自動化できます。

AMIにSSM Agentを組み込み、インスタンスにAmazonSSMManagedInstanceCoreロールを付与すれば即利用可能。

S3へのセッション記録を有効化し、S3イベント→SNS通知で「アクセス発生時にセキュリティチームへ通知」を実現。

他案が不適な点

A EC2 Instance Connectや外部ルートは要件（非インターネット）と合わない。

B NAT/踏み台はインターネット経路を前提としており不要・過剰。

D SCPはOrganizationsで管理し、AWS Configでは扱わないため設定が不正確。",,,2025-11-21
DOP-C02-Q114,"ある企業は、Amazon S3 を使用して機密情報を保管しています。開発チームは、新しいプロジェクト用に毎日バケットを作成しています。セキュリティチームは、既存および将来のすべてのバケットで暗号化、ログ記録、バージョン管理が有効になっていることを保証したいと考えています。さらに、バケットへの読み取りまたは書き込みアクセスは、パブリックに許可してはなりません。DevOps

エンジニアはこれらの要件を満たすために何をすべきでしょうか？",FALSE,AWS CloudTrail を有効にし、AWS Lambda を使用して自動修復を設定します。,FALSE,AWS Config ルールを有効にし、AWS Systems Manager ドキュメントを使用して自動修復を設定します。,TRUE,AWS Trusted Advisor を有効にし、Amazon EventBridge を使用して自動修復を設定します。,FALSE,AWS Systems Manager を有効にし、Systems Manager ドキュメントを使用して自動修復を設定します。,FALSE,,,,,"正解：B
理由：

AWS Config ルールで S3 の暗号化／バージョニング／アクセス制御／ログ記録（サーバーアクセスログ）を継続評価。

**自動修復（オートリメディエーション）**を SSM ドキュメントで紐付ければ、違反バケットに対して自動で設定を有効化（例：デフォルト暗号化ON、バージョニングON、ブロックパブリックアクセスON、ログ記録設定）。

既存・将来のバケットともに検出→是正を自動で満たせます。

A/C/D は検出や修復の両方を一貫して担えず、実装負荷や検知遅延が大きいです。",,,2025-11-21
DOP-C02-Q115,"DevOpsエンジニアが、AWS上でイメージバッチ処理クラスターを実装する最も安価な方法を調査しています。アプリケーションはDockerコンテナでは実行できないため、Amazon EC2上で実行する必要があります。バッチジョブはチェックポイントデータをNFSボリュームに保存し、中断を許容します。汎用EC2 Linuxイメージからクラスターソフトウェアを構成するのに30分かかります。

最も費用対効果の高いソリューションは何でしょうか？",FALSE,チェックポイントデータにはAmazon EFSを使用します。ジョブを完了するには、EC2 Auto Scalingグループとオンデマンド料金モデルを使用して、EC2インスタンスを一時的にプロビジョニングします。,FALSE,チェックポイントデータにはEC2インスタンス上のGlusterFSを使用します。バッチジョブを実行するには、EC2インスタンスを手動で設定します。ジョブが完了したら、インスタンスを手動でシャットダウンします。,FALSE,チェックポイントデータにはAmazon EFSを使用します。EC2フリートを使用してEC2スポットインスタンスを起動し、ユーザーデータを利用して起動時にEC2 Linuxインスタンスを設定します。,FALSE,チェックポイントデータにはAmazon EFSを使用します。EC2スポットインスタンスを起動するにはEC2フリートを使用します。クラスター用のカスタムAMIを作成し、インスタンス作成時には最新のAMIを使用します。,TRUE,,,,,"正解：D

EFSでNFSチェックポイントを共有（中断に強い）。

EC2 Fleet + Spotでコスト最小化＆キャパ確保。

カスタムAMIで事前にソフトを焼き込み、起動時の30分セットアップを排除（Spot中断時の無駄を減らす）。

Aはオンデマンドで高コスト、Cは毎回30分の初期化が無駄、Bは手作業かつ可用性/運用性が低い。",,,2025-11-21
DOP-C02-Q116,"ある企業は最近、オンプレミスからAWSへレガシーアプリケーションを移行しました。アプリケーションは、Amazon API Gatewayの背後にあるApplication Load Balancerを介してAmazon EC2インスタンス上にホストされています。同社は、アプリケーションの新バージョンをデプロイする際のユーザーへの影響を最小限に抑えたいと考えています。また、問題が発生した場合には、更新を迅速にロールバックできるようにしたいと考えています。

アプリケーションへの変更を最小限に抑えながら、これらの要件を満たすソリューションはどれでしょうか？",FALSE,既存の環境とは別の環境として変更を導入します。API Gateway を設定して、カナリアリリースのデプロイメントを使用して、ユーザートラフィックの一部のサブセットを新しい環境に送信します。,TRUE,既存の環境とは別の環境として変更を導入します。アプリケーションのDNSエイリアスレコードを更新し、新しい環境を参照するようにします。,FALSE,既存のApplication Load Balancerの背後に別のターゲットグループを作成し、変更を導入します。API Gatewayを設定して、ユーザートラフィックを段階的に新しいターゲットグループにルーティングします。,FALSE,既存のApplication Load Balancerの背後に別のターゲットグループを作成し、変更を導入します。API Gatewayを設定して、すべてのトラフィックをApplication Load Balancerにルーティングし、Application Load Balancerが新しいターゲットグループにトラフィックを送信します。,FALSE,,,,,"正解：A

理由：
API Gateway にはステージ単位のカナリアリリース機能があり、ステージ変数を切り替えてトラフィックの一部だけを新環境（別ALB/別スタック）へ段階的に転送できます。問題時は割合を0%に戻すだけで即ロールバック。
C/D は「API GatewayからALB配下のターゲットグループを直接振り分ける」前提ですが、TGの重み付けはALB側で制御するもので、API GatewayからTGを選べません。Bは一括切替で影響が大きいです。",,,2025-11-21
DOP-C02-Q117,"ある企業が Amazon S3 バケットに 100GB のログデータを .csv 形式で保存しています。SQL 開発者は、このデータをクエリし、グラフを生成して視覚化したいと考えています。また、.csv ファイルからメタデータを効率的かつ自動的に保存する方法も必要です。

これらの要件を最も少ない労力で満たす手順の組み合わせはどれですか（3 つ選択してください）。",TRUE,AWS X-Ray でデータをフィルタリングしてデータを視覚化します。,FALSE,Amazon QuickSight でデータをフィルタリングしてデータを視覚化します。,TRUE,Amazon Athena を使用してデータをクエリします。,TRUE,Amazon Redshift を使用してデータをクエリします。,FALSE,AWS Glue データカタログを永続的なメタデータストアとして使用します。,TRUE,永続的なメタデータストアとして Amazon DynamoDB を使用します。,FALSE,"正解：B・C・E

C. Amazon Athena：S3上のCSVをそのままサーバーレスでSQLクエリ。ETLやロード不要で手間最小。

E. AWS Glue データカタログ：GlueクローラーでCSVのスキーマを自動推論・登録し、永続メタデータストアとしてAthena/QuickSightから参照。

B. Amazon QuickSight：Athenaをデータソースにしてダッシュボード・グラフを作成し可視化。

※X-Rayは分散トレース用、RedshiftはDWHで準備が重い、DynamoDBはメタストア用途に不適。",,,2025-11-21
DOP-C02-Q118,"ある企業が、複数の AWS リージョンとアベイラビリティーゾーンにまたがって AWS 上に企業インフラストラクチャを展開しています。インフラストラクチャは Amazon EC2 インスタンスに展開され、AWS IoT Greengrass デバイスに接続されています。企業は、本社にあるオンプレミスサーバーに追加のリソースを展開しています。

企業は、リソースの保守と更新に伴うオーバーヘッドを削減したいと考えています。企業の DevOps チームは、AWS Systems Manager を使用して、パッチの自動管理と適用を実装する予定です。DevOps チームは、リソースが展開されているリージョンで Systems Manager が利用できることを確認しています。Systems Manager は、本社に近いリージョンでも利用できます。企業

の EC2 インスタンス、IoT デバイス、オンプレミスインフラストラクチャ全体に自動パッチ管理と構成管理を実装するには、DevOps チームが実行する必要がある手順の組み合わせはどれですか (3 つ選択してください)。",TRUE,すべてのEC2インスタンス、AWS IoT Greengrassデバイス、オンプレミスサーバーにタグを適用します。Systems Managerのセッションマネージャーを使用して、タグ付けされたすべてのデバイスにパッチをプッシュします。,FALSE,Systems Manager Run Command を使用して、EC2 インスタンス、AWS IoT Greengrass デバイス、オンプレミス サーバーのパッチ適用をスケジュールします。,FALSE,Systems Manager Patch Manager を使用して、EC2 インスタンス、AWS IoT Greengrass デバイス、オンプレミス サーバーのパッチ適用を Systems Manager メンテナンス ウィンドウ タスクとしてスケジュールします。,TRUE,Amazon EventBridge を設定して、Systems Manager Patch Manager のパッチベースライン更新を監視します。Systems Manager Run Command をイベントに関連付け、すべての EC2 インスタンス、AWS IoT Greengrass デバイス、オンプレミスサーバーに対してパッチアクションを開始します。,FALSE,Systems Manager用のIAMインスタンスプロファイルを作成します。AWSアカウント内のすべてのEC2インスタンスにインスタンスプロファイルをアタッチします。AWS IoT Greengrassデバイスとオンプレミスサーバーには、Systems Manager用のIAMサービスロールを作成します。,TRUE,マネージドインスタンスのアクティベーションを生成します。アクティベーションコードとアクティベーションIDを使用して、オンプレミス環境の各サーバーに Systems Manager Agent (SSM Agent) をインストールします。AWS IoT Greengrass IAM トークン交換ロールを更新します。このロールを使用して、すべての IoT デバイスに SSM Agent をデプロイします。,TRUE,"正解：C・E・F

C. Patch Manager＋メンテナンスウィンドウ
パッチを自動適用する標準のやり方。ウィンドウに Patch Manager タスクを登録して定期運用。

E. 必要なIAMロール/プロファイル
EC2 には AmazonSSMManagedInstanceCore を含む インスタンスプロファイル、
Greengrass/オンプレには Systems Manager用サービスロール が必要。

F. ハイブリッドアクティベーション＆Greengrass連携
オンプレは アクティベーションID/コード＋SSM Agent で マネージドインスタンス化。
Greengrass は トークン交換ロール(TE role) を更新し、SSM Agent をデプロイして管理下へ。

A（Session Managerでパッチ配布）は用途違い、B/D（Run Command直叩きやEventBridge連携）は運用が複雑で、Patch Manager＋Maintenance Windowに劣ります。",,,2025-11-21
DOP-C02-Q119,"ある企業が、Application Load Balancer の背後にある Amazon EC2 インスタンス上で実行されるウェブアプリケーションのテストを行っています。これらのインスタンスは、複数のアベイラビリティゾーンにまたがる Auto Scaling グループで実行されています。この企業では、新しいソフトウェアをデプロイする際に、イミュータブルインスタンスを使用した Blue/Green デプロイプロセスを使用しています。

テスト中、ユーザーがアプリケーションからランダムなタイミングで自動的にログアウトされるという問題が発生しています。また、テスターからは、アプリケーションの新バージョンをデプロイすると、すべてのユーザーがログアウトされるという報告も寄せられています。開発チームは、スケーリングイベントやアプリケーションのデプロイをまたいで、ユーザーのログイン状態を維持するためのソリューションを必要としています。

ユーザーのログイン状態を維持するための、最も運用効率の高い方法は何でしょうか？",FALSE,ロード バランサーでスマート セッションを有効にし、既存のセッションを確認するようにアプリケーションを変更します。,FALSE,ロード バランサーでセッション共有を有効にし、セッション ストアから読み取るようにアプリケーションを変更します。,FALSE,ユーザーセッション情報を Amazon S3 バケットに保存し、バケットからセッション情報を読み取るようにアプリケーションを変更します。,FALSE,ユーザーセッション情報を Amazon ElastiCache クラスターに保存するようにアプリケーションを変更します。,TRUE,,,,,"正解：D

理由：
ログイン状態が消えるのは、セッションをEC2インスタンス内に保持しているためです。スケールアウト/置き換え（Blue/Green）やインスタンス再起動でセッションが失われます。
ElastiCache（Redis/Memcached）をセッションストアにすると、全インスタンスから共有でき、AZやデプロイをまたいでも継続します。

A/B：ALBにはそのような“セッション共有/スマートセッション”機能はなく、スティッキーでもインスタンス置き換えで失効しがち。

C：S3はレイテンシ・更新頻度の面でセッション用途に不向き。",,,2025-11-21
DOP-C02-Q120,"DevOps エンジニアは、既存の 3 層アプリケーション用にブルー/グリーン デプロイメントを構成する必要があります。アプリケーションは Amazon EC2 インスタンス上で実行され、Amazon RDS データベースを使用します。EC2 インスタンスは Application Load Balancer (ALB) の背後で実行され、Auto Scaling グループに属しています。DevOps

エンジニアは、ブルー環境用の起動テンプレートと Auto Scaling グループを作成しました。また、グリーン環境用の起動テンプレートと Auto Scaling グループも作成しました。各 Auto Scaling グループは、対応するブルーまたはグリーンのターゲットグループにデプロイされます。ターゲットグループは、EC2 インスタンスにロードされるソフトウェア (ブルーまたはグリーン) も指定します。ALB は、トラフィックをブルー環境のターゲットグループまたはグリーン環境のターゲットグループに送信するように構成できます。www.example.com の Amazon Route 53 レコードは ALB を指しています。

このデプロイメントでは、ブルー環境の EC2 インスタンス上のソフトウェアと、グリーン環境の EC2 インスタンスに新しくデプロイされたソフトウェアの間で、トラフィックを一度に移動する必要があります。

これらの要件を満たすために DevOps エンジニアは何をすべきでしょうか?",FALSE,Green環境のAuto Scalingグループのローリング再起動を開始し、Green環境のEC2インスタンスに新しいソフトウェアをデプロイします。ローリング再起動が完了したら、AWS CLIコマンドを使用してALBを更新し、Green環境のターゲットグループにトラフィックを送信するようにします。,TRUE,AWS CLI コマンドを使用して ALB を更新し、トラフィックを Green 環境のターゲットグループに送信するようにします。次に、Green 環境の Auto Scaling グループのローリング再起動を開始し、Green 環境の EC2 インスタンスに新しいソフトウェアをデプロイします。,FALSE,起動テンプレートを更新し、グリーン環境のソフトウェアをブルー環境のEC2インスタンスにデプロイします。両環境のターゲットグループとAuto Scalingグループは変更せず、ブルー環境のEC2インスタンスをローリング再起動します。,FALSE,Green環境のAuto Scalingグループのローリング再起動を開始し、Green環境のEC2インスタンスに新しいソフトウェアをデプロイします。ローリング再起動が完了したら、Route 53 DNSを更新し、ALB上のGreen環境のエンドポイントを参照するようにします。,FALSE,,,,,"正解：A

グリーン側を先にローリングで展開して準備完了にし、ALBの転送先ターゲットグループをブルー→グリーンへ一括切替するのが正しい手順です。
Bは切替を先に行うため未準備のグリーンにトラフィックが流れる恐れ。Cは色分離を崩すためNG。DはDNS切替で伝播遅延が発生し、一括切替になりにくい上に不要です。",,,2025-11-21
DOP-C02-Q121,ある企業が、ビルドアカウントで AWS CodePipeline と AWS CodeBuild を使用して新しいパイプラインを構築しています。パイプラインは 2 つのステージで構成されています。最初のステージは、AWS Lambda 関数をビルドおよびパッケージ化する CodeBuild ジョブです。2 番目のステージは、開発環境アカウントと本番環境アカウントという 2 つの異なる AWS アカウントで実行されるデプロイメントアクションで構成されています。デプロイメントステージでは、CodePipeline が呼び出す AWS CloudFormation アクションを使用して、Lambda 関数に必要なインフラストラクチャをデプロイします。DevOps エンジニアは CodePipeline パイプラインを作成し、Amazon S3 用の AWS Key Management Service (AWS KMS) AWS 管理キー (aws/s3 キー) を使用してビルド成果物を暗号化するようにパイプラインを設定します。成果物は S3 バケットに保存されます。パイプラインを実行すると、CloudFormation アクションがアクセス拒否エラーで失敗します。 このエラーを解決するために、DevOps エンジニアはどのアクションの組み合わせを実行する必要がありますか (2 つ選択してください)。,TRUE,各AWSアカウントにアーティファクト用のS3バケットを作成します。パイプラインがS3バケットに書き込めるようにします。CodePipelineのS3アクションを作成し、各AWSアカウントのS3バケットにアーティファクトをコピーします。CloudFormationアクションを更新し、本番環境アカウントのアーティファクトS3バケットを参照するようにします。,FALSE,カスタマー管理のKMSキーを作成します。KMSキーポリシーを設定し、CloudFormationアクションで使用されるIAMロールが復号化操作を実行できるようにします。パイプラインを変更し、カスタマー管理のKMSキーを使用してアーティファクトを暗号化します。 C. AWS 管理の KMS キーを作成します。開発アカウントと本番アカウントが復号化操作を実行できるように KMS キーポリシーを設定します。パイプラインを変更し、KMS キーを使用してアーティファクトを暗号化します。,TRUE,AWS 管理の KMS キーを作成します。開発アカウントと本番アカウントが復号化操作を実行できるように KMS キーポリシーを設定します。パイプラインを変更し、KMS キーを使用してアーティファクトを暗号化します。,FALSE,開発アカウントと本番アカウントで、CodePipeline 用の IAM ロールを作成します。これらのロールには、CloudFormation オペレーションを実行する権限と、アーティファクトの S3 バケットからオブジェクトを取得および復号化する権限を設定します。CodePipeline アカウントでは、これらのロールを使用するように CodePipeline CloudFormation アクションを設定します。,FALSE,開発アカウントと本番アカウントで、CodePipeline 用の IAM ロールを作成します。これらのロールに、CloudFormation オペレーションを実行する権限と、アーティファクトの S3 バケットからオブジェクトを取得および復号化する権限を設定します。CodePipeline アカウントで、アーティファクトの S3 バケットポリシーを変更し、ロールがアクセスできるようにします。これらのロールを使用するように、CodePipeline の CloudFormation アクションを設定します。,TRUE,,,"正解：B と E

B（CMKを作成して使用）
クロスアカウントの CloudFormation アクションが成果物を復号するには、カスタマー管理の KMS キー（CMK）が必要です。キー ポリシーにデプロイ先アカウントのロールを明示許可し、CodePipeline の暗号化キーをこの CMK に変更します。
※AWS管理キー（aws/s3）はキー ポリシーを編集できず、クロスアカウント復号の制御ができません。

E（デプロイ先ロール＋S3バケットポリシー）
開発/本番アカウントに、CloudFormation実行＆S3取得＋KMS復号を行えるロールを作成。ビルドアカウント側のアーティファクトS3バケットポリシーを更新し、そのロールからの s3:GetObject を許可。CodePipeline の CloudFormation アクションでこれらのロールを Assumeして実行します。

これで、S3（バケットポリシー） と KMS（キー ポリシー） の両方でクロスアカウントアクセスが許可され、アクセス拒否が解消されます。",,,2025-11-21
DOP-C02-Q122,"ある会社では、AWS Organizations の組織を使用して複数の AWS アカウントを管理しています。会社の開発チームは、回復力要件を満たすために AWS Lambda 関数を使用したいと考えています。そのため、すべてのアプリケーションを、VPC にデプロイされた Lambda 関数で動作するように書き換えています。開発チームは、組織内のアカウント A で Amazon Elastic File System (Amazon EFS) を共有ストレージとして使用しています。

会社は、Lambda で Amazon EFS を引き続き使用したいと考えています。会社のポリシーでは、すべてのサーバーレスプロジェクトをアカウント B にデプロイする必要があります。DevOps

エンジニアは、既存の EFS ファイルシステムを再構成して、Lambda 関数が既存の EFS アクセスポイントを介してデータにアクセスできるようにする必要があります。

これらの要件を満たすために、DevOps エンジニアが実行する必要がある手順の組み合わせはどれですか (3 つ選択してください)。",TRUE,EFS ファイル システム ポリシーを更新して、アカウント B にアカウント A の EFS ファイル システムをマウントして書き込むためのアクセス権を付与します。,TRUE,SCP を作成し、Amazon EFS のきめ細かな制御を可能にする権限ガードレールを設定します。,FALSE,アカウント B に新しい EFS ファイルシステムを作成します。AWS Database Migration Service (AWS DMS) を使用して、アカウント A とアカウント B のデータを同期させます。,FALSE,VPC および EFS ファイルシステムにアクセスする権限を持つ Lambda 実行ロールを更新します。,TRUE,アカウント A をアカウント B に接続するための VPC ピアリング接続を作成します。,TRUE,アカウント B の Lambda 関数を設定して、アカウント A の既存の IAM ロールを引き継ぎます。,FALSE,"正解：A・D・E

A. EFSファイルシステムポリシーを更新
アカウントAのEFSにリソースベースポリシーを設定し、アカウントBのIAMプリンシパル（Lambda実行ロール）に対して
elasticfilesystem:ClientMount / elasticfilesystem:ClientWrite を アクセスポイント経由で許可します。

D. Lambda実行ロールを更新
アカウントBのLambda実行ロールに、VPC接続用の基本権限（ENI作成など）に加え、EFSのIAM認可を使う場合は
elasticfilesystem:ClientMount / ClientWrite（対象APのARN）を付与します。

E. VPC間接続を用意
アカウントBのLambdaが、アカウントAのEFSマウントターゲット(同AZ)へ到達できるようにVPCピアリング（またはTGW）を作成。
ルート／SGでNFS(2049/TCP)を許可します。

B（SCP）は目的外、C（新規EFS＋DMS）は不要、F（アカウントAのロールを引き継ぐ）は必須ではなく、EFS側のリソースポリシーでクロスアカウント許可するのがシンプルです。",,,2025-11-21
DOP-C02-Q123,"あるメディア企業は、AWSアカウントに数千のAmazon EC2インスタンスを保有しています。同社は、チームのコミュニケーションや重要な更新情報の管理にSlackと共有受信トレイを使用しています。DevOpsエンジニアは、AWSがスケジュールするすべてのEC2メンテナンス通知をSlackチャンネルと共有受信トレイに送信する必要があります。このソリューションには、インスタンスの名前と所有者のタグを含める必要があります。

これらの要件を満たすソリューションはどれでしょうか？",FALSE,AWS Trusted Advisor を AWS Config と統合します。カスタム AWS Config ルールを設定して AWS Lambda 関数を呼び出し、Amazon Simple Notification Service (Amazon SNS) トピックに通知を発行します。Slack チャンネルのエンドポイントと共有受信トレイをトピックにサブスクライブします。,FALSE,Amazon EventBridge を使用して AWS Health イベントを監視します。メンテナンスイベントを Amazon Simple Notification Service (Amazon SNS) トピックをターゲットに設定し、AWS Lambda 関数を SNS トピックにサブスクライブして、Slack チャンネルと共有受信トレイに通知を送信します。,TRUE,EC2 メンテナンス通知を Slack チャンネルと共有受信トレイに送信する AWS Lambda 関数を作成します。Amazon CloudWatch メトリクスを使用して EC2 ヘルスイベントを監視します。メンテナンス通知を受信したときに Lambda 関数を呼び出す CloudWatch アラームを設定します。,FALSE,AWS サポートと AWS CloudTrail の統合を設定します。CloudTrail ルックアップイベントを作成し、AWS Lambda 関数を呼び出して EC2 メンテナンス通知を Amazon Simple Notification Service (Amazon SNS) に渡します。Amazon SNS を Slack チャンネルと共有受信トレイをターゲットに設定するように設定します。,FALSE,,,,,"正解：B

AWS Health に AWS 予定メンテのイベントが出ます。これを EventBridge で捕捉。

ルールのターゲットを SNS にして、そこに購読した Lambda でイベントを受け取り、DescribeInstances などで EC2 の Name/Owner タグを付与して整形 → Slack Webhook と 共有受信トレイ（メール） へ送信。

A/Dは対象のイベント源が不適切、CはCloudWatchメトリクスではAWSスケジュールメンテの検知に向きません。",,,2025-11-21
DOP-C02-Q124,AWS CodePipeline パイプラインにコードリリースプロセスが実装されています。このパイプラインは AWS CodeDeploy と統合されており、CodePipeline の各ステージで複数の Amazon EC2 インスタンスにアプリケーションのバージョンをデプロイします。 最近のデプロイ中に、CodeDeploy の問題によりパイプラインが失敗しました。DevOps チームは、デプロイ中の監視と通知を改善し、解決時間を短縮したいと考えています。 問題が発見された際に通知を作成するには、DevOps エンジニアはどのようにすればよいでしょうか。,FALSE,CodePipeline および CodeDeploy に Amazon CloudWatch Logs を実装し、コードデプロイメントの問題を評価するための AWS Config ルールを作成し、デプロイメントの問題を関係者に通知するための Amazon Simple Notification Service (Amazon SNS) トピックを作成します。,FALSE,CodePipeline および CodeDeploy 用の Amazon EventBridge を実装し、コードデプロイメントの問題を評価するための AWS Lambda 関数を作成し、デプロイメントの問題を関係者に通知するための Amazon Simple Notification Service (Amazon SNS) トピックを作成します。,TRUE,AWS CloudTrail を実装して CodePipeline および CodeDeploy API 呼び出し情報を記録し、コードデプロイメントの問題を評価する AWS Lambda 関数を作成し、デプロイメントの問題を関係者に通知する Amazon Simple Notification Service (Amazon SNS) トピックを作成します。,FALSE,CodePipeline および CodeDeploy 用の Amazon EventBridge を実装し、コードデプロイメントの問題を評価するための Amazon Inspector 評価ターゲットを作成し、デプロイメントの問題を関係者に通知するための Amazon Simple Notification Service (Amazon SNS) トピックを作成します。,FALSE,,,,,"正解：B

理由：
CodePipeline/CodeDeploy の失敗イベントを Amazon EventBridge で即検知 → ルールのターゲットで Lambda が詳細整形・補足調査 → SNS へ通知。リアルタイム性と柔軟な通知内容の両立ができます。
A/Cは検知が遅い・用途違い、DのInspectorは無関係です。",,,2025-11-21
